,endpoint_COLD HL 1,endpoint_COLD HL 2,endpoint_COLD HL 3,endpoint_COLD 1,endpoint_COLD 2,endpoint_COLD 3,endpoint_T1,endpoint_T 2,endpoint_T 3,endpoint_HEAT HL 1,endpoint_HEAT HL 2,endpoint_HEAT HL 3,endpoint_HEAT DROUGHT 1,endpoint_HEAT DROUGHT 2,endpoint_HEAT DROUGHT 3,endpoint_HEAT 1,endpoint_HEAT 2,endpoint_HEAT 3,endpoint_DROUGHT 1,endpoint_DROUGHT 2,endpoint_DROUGHT 3,endpoint_Humidity 1,endpoint_Humidity 2,endpoint_Humidity 3,endpoint_HL 1,endpoint_HL 2,endpoint_HL 3,recovery_COLD HL 1,recovery_COLD HL 2,recovery_COLD HL 3,recovery_COLD 1,recovery_COLD 2,recovery_COLD 3,recovery_T1,recovery_T 2,recovery_T 3,recovery_HEAT HL 1,recovery_HEAT HL 2,recovery_HEAT HL 3,recovery_HEAT DROUGHT 1,recovery_HEAT DROUGHT 2,recovery_HEAT DROUGHT 3,recovery_HEAT 1,recovery_HEAT 2,recovery_HEAT 3,recovery_DROUGHT 1,recovery_DROUGHT 2,recovery_DROUGHT 3,recovery_Humidity 1,recovery_Humidity 2,recovery_Humidity 3,recovery_HL 1,recovery_HL 2,recovery_HL 3,CONT 1,CONT 2,CONT 3
AT1G01260,8.577683097,8.479606525,8.380626017,8.219662639,8.325287738,8.25180835,8.062433804,8.111989559,8.161321214,8.027285925,8.117949697,7.908263827,8.599034063,8.601684344,8.650250817,8.049635317,8.223756208,7.889079499,8.404988627,8.212672254,8.293504859,7.992209032,7.897604491,7.617540534,7.859769272,7.974701831,8.004616212,7.801055779,8.099125981,7.917591969,7.895134871,8.004462335,7.891985935,7.677841402,7.746713865,8.280699629,7.855354979,7.805753168,8.032013783,7.987502455,7.785805386,8.146383086,8.038999874,7.741100319,7.836959643,8.078389291,8.176151943,8.03090399,7.847266399,8.140468857,8.007355989,8.043382882,8.106419845,8.091199435,8.08994199,7.922977407,7.961029359
AT1G01270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G01280,-2.372919947,-2.372910226,-2.37301816,-2.373018963,-2.371670934,-2.373082445,-2.373219094,-2.37343022,-2.37301813,-2.373390907,-2.373434581,-2.373319791,-2.372989639,-2.372995464,-2.371204614,-2.373493222,-2.373392198,-2.373597526,-2.373007396,-2.373281841,-2.372919257,-2.373306061,-2.373402778,-2.373302073,-2.373261204,-2.373308689,-2.373240558,-2.373411017,-2.367546968,-2.373516862,-2.373583818,-2.373328334,-2.373472331,-2.373390703,-2.373354661,-2.373293279,-2.373420944,-2.373418008,-2.373434603,-2.373410812,-2.373431148,-2.373382371,-2.373352938,-2.373467954,-2.373356912,-2.373336265,-2.373247971,-2.373412008,-2.373307876,-2.373514896,-2.373374309,-2.373288367,-2.373425398,-2.373358308,-2.373447763,-2.373353171,-2.373326417
AT1G01290,7.982504493,8.064033709,7.838984893,7.863782528,7.571122369,7.698488895,8.169548833,7.868716335,8.204002895,7.879587808,7.651978702,7.571624548,8.514320914,8.674015391,8.423621601,7.69531226,7.690609769,7.596387143,8.478198476,8.218515741,8.493098637,7.734649055,7.673254603,7.732303346,7.853735099,7.536142528,7.669376078,7.43735,7.851353611,7.563510106,7.37810766,7.589090351,7.501844839,7.417799233,7.58378943,7.714747789,7.557470041,7.672456541,7.627474761,7.658604218,7.563752129,7.597204728,7.775014656,7.637831266,7.592182685,7.631293761,7.720952275,7.746220808,7.729406987,7.52618993,7.469957419,7.634322335,7.731858205,7.685542277,7.773268936,7.76578938,7.469159398
AT1G01300,11.22554115,11.24594571,11.15471061,11.1227437,11.046238,10.78061773,9.862697679,10.27764532,10.04482946,10.32582327,10.27767374,10.1381424,9.711676768,9.707802872,9.466206812,9.996294408,10.33297788,9.93727208,9.974414118,9.910096088,9.839681164,10.57864466,10.39124315,9.834997355,10.36542049,10.5110406,10.45713092,10.04867093,9.909727338,10.0736516,10.20882829,10.27222046,10.2404277,10.0850951,10.23489266,10.30567843,10.30770499,10.13551766,10.27175868,10.34441896,10.31697699,10.16913109,10.33323797,10.19121627,10.28543566,10.28769659,10.28717124,10.42686427,10.25392678,10.31717586,10.27169661,10.45885396,10.25479911,10.08868387,10.47043939,10.14291656,10.07550561
AT1G01305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G01310,-0.695673565,-0.695565801,-0.696521046,-0.696521301,-0.696565566,-0.696540869,-0.671588104,-0.65897378,-0.66430434,-0.696601975,-0.696608787,-0.696590039,-0.69644618,-0.696510756,-0.676657222,-0.687747706,-0.696602182,-0.696631089,-0.696517604,-0.696583213,-0.695665914,-0.696587607,-0.595067581,-0.696586893,-0.69657936,-0.696588076,-0.696575404,-0.696605159,-0.636108202,-0.69662063,-0.696629387,-0.696591531,-0.696614375,-0.686480557,-0.696596027,-0.696585305,-0.696606701,-0.677208398,-0.668331177,-0.696605127,-0.696608265,-0.696600599,-0.696595737,-0.696613741,-0.696596404,-0.696592901,-0.696576836,-0.658098551,-0.696587931,-0.696620361,-0.64653057,-0.69658441,-0.658743893,-0.696596638,-0.696610769,-0.696595776,-0.696591197
AT1G01320,14.66836779,14.56905203,14.62592766,14.2312254,14.26475042,14.07259582,13.40985681,13.37597671,13.50750176,13.53082378,13.51496889,13.38077611,13.94831138,13.9599046,14.28683461,13.14701213,13.46154716,13.13398116,13.67180952,13.38770808,13.80453095,13.29715633,13.29080111,12.99532218,13.5087764,13.53341958,13.62528169,13.11020364,12.1662604,13.31929647,13.19519704,13.40070177,13.37085866,13.1096193,13.21911507,13.44190227,13.30872293,13.22699555,13.42866689,13.37684214,13.2654512,13.36505382,13.3430839,13.22002524,13.41825042,13.45433723,13.41588637,13.41058399,13.31317243,13.20642324,13.31714619,13.35139921,13.35736432,13.23452766,13.45505002,13.24622404,13.23896274
AT1G01340,5.936222137,5.646171957,6.156539222,5.984635479,5.724556447,5.628851946,5.085383547,5.255436752,5.625681163,5.292640999,5.116899798,5.030747932,5.33554564,5.771540179,5.906562814,5.937979953,5.353253902,5.211825951,5.182383195,5.329215383,5.868665053,5.547761114,5.308352415,5.417686897,6.372771859,5.690818357,5.623439069,5.324858417,5.961331474,5.332299271,5.548008108,5.383946199,5.590891649,5.167064046,5.371126243,6.209727999,5.215534142,5.321729222,6.374538814,5.470396684,5.567534708,6.387730068,5.216751347,5.620132705,5.389971599,5.728752921,6.479257422,6.04025533,5.233353485,5.315844382,5.159688986,5.540547624,6.311364828,6.130125926,5.298885351,5.371845517,5.226448344
AT1G01350,8.721281333,8.671273627,8.685322674,8.447824076,8.444088227,8.256186012,8.283408746,8.165794536,8.567250143,8.342597582,8.147688952,7.737207605,8.763533003,8.942279834,9.24053817,8.197825185,8.110979864,7.914399129,8.675574845,8.225446202,8.722141519,7.964958096,8.077128191,7.981717343,8.266790509,8.062474887,8.015486101,7.693622858,8.169152373,7.825436761,7.88372535,7.915426122,7.962281765,7.770078968,8.027559823,8.057013143,7.90984529,7.860963761,8.114169847,7.718294802,7.840863842,8.044560578,7.955604066,7.771556624,7.921356329,8.203735049,8.385548663,8.064263911,7.855038674,8.056527574,7.946669756,8.00306155,8.034417668,8.127587048,8.057660333,7.949437651,7.990824936
AT1G01355,0.959875668,0.922024652,0.921925978,0.921925292,0.921792941,0.92187322,0.947783687,1.032720691,1.148266384,0.921671831,0.921649168,0.921711542,0.921950777,0.92194564,0.922227758,0.921620658,0.921671143,0.95330472,1.075867739,1.033810743,0.959908832,0.921719631,0.921665545,0.921722007,0.921747063,0.967379596,0.947072272,0.942040146,1.078248028,0.973655577,0.953867279,0.944349588,0.921630571,0.92167194,0.921691622,0.945401959,0.921656109,0.921657619,0.99743878,0.921661345,0.921650903,0.942813712,0.921692586,0.921632681,0.943524583,0.921702021,0.921755458,0.921660724,0.944958229,0.973784354,0.973852382,0.921730266,0.941662015,0.964601598,0.959990998,0.921692455,0.966368213
AT1G01360,7.184327303,7.325256652,7.256212451,7.105552597,7.12490323,7.188018984,7.795654484,7.36464866,7.780517305,7.195536139,7.042431055,7.135290918,8.057308192,7.734850562,8.16473158,7.307545274,7.244338456,7.174795027,7.858893545,7.647676775,8.033564145,7.162057975,7.135709126,7.453350545,7.250303347,7.404678929,7.121682299,7.172314727,7.427094874,6.84645865,7.130583641,7.065510834,7.025380772,7.15949909,7.098064467,7.077816411,7.028143216,7.087877975,7.157672409,6.936999713,6.862690257,7.231109147,6.967148147,7.062709986,7.153727834,7.048406166,7.426759538,7.151462063,7.001871069,7.285997191,7.246661112,7.232577054,7.330820558,7.270021393,7.327864691,6.884500436,7.2000564
AT1G01370,6.710132055,6.620488118,6.726755125,6.726007809,6.685220816,6.180733807,5.850686466,6.076810126,5.990591206,6.277229769,6.115017291,6.349309772,5.490058765,5.446597435,5.754961412,6.174462979,6.103061371,6.145888654,5.732891681,5.961797985,5.70614405,6.157979231,6.05818002,6.186483146,6.236074581,6.149579785,5.98757908,6.148993378,6.461981557,6.1271428,6.123577748,6.10929653,5.99359418,6.079104388,5.917821743,6.322766493,6.218069638,6.028757639,6.238394437,6.301210051,6.24604655,6.025593206,6.031085063,6.213095227,6.089438934,6.179866674,6.15273623,6.314628752,6.294565842,6.278554308,6.140117635,6.252106491,6.132976235,6.151622283,6.276892136,6.009597953,6.199269716
AT1G01380,3.558142974,3.63665514,3.587795862,3.684804709,3.600588334,3.61325665,3.762637709,3.806221948,3.934604774,3.890899727,3.70860067,3.791409704,3.625320717,3.589951737,3.620318376,3.662467292,3.718393873,3.688996965,3.746320033,3.784490411,3.671363621,3.813183518,3.621302617,3.589238791,3.709392378,3.812348953,3.668758631,3.579397197,4.045664535,3.72176909,3.646990184,3.653241384,3.732660354,3.662697971,3.561689793,3.702240632,3.618900447,3.694653203,3.577427308,3.714043852,3.577712402,3.581864527,3.669597224,3.692784145,3.648491338,3.586014072,3.794612704,3.748144964,3.67818998,3.658627532,3.72264761,3.724004917,3.693089295,3.605975773,3.793350119,3.64910499,3.806762641
AT1G01390,6.25357431,6.345846039,6.257667488,6.393217147,6.262946927,6.199499974,6.068309232,5.970613839,5.794662091,6.098476808,6.200415925,6.240248014,5.279471127,5.326483698,5.24082902,5.911583345,5.970324609,5.919561122,5.526700589,5.703491893,5.433521945,6.245824008,6.234927752,6.374667719,6.225418131,6.123511326,6.122672625,6.116871146,6.35311992,5.943715483,6.03345711,5.661049585,5.995943185,6.040254412,6.175443308,6.128761918,5.976758052,5.920712399,6.11018764,6.002094556,6.203084254,6.093278808,5.852263179,5.998900952,6.134841798,5.91592661,6.149957072,6.043179018,6.060725551,6.01098674,6.31864283,6.332834972,5.986140948,6.063052958,6.208984838,6.234623807,5.944331795
AT1G01400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G01410,-2.423475474,-2.423472846,-2.423502025,-2.423502242,-2.42354887,-2.423519403,-2.423556345,-2.42361342,-2.423502017,-2.423602792,-2.423614599,-2.423583567,-2.423494314,-2.423495889,-2.423422807,-2.423630451,-2.42319209,-2.423658649,-2.423499115,-2.423573307,-2.423475287,-2.423579855,-2.423606001,-2.423578777,-2.423567728,-2.423580566,-2.423562147,-2.423608228,-2.422022958,-2.423636842,-2.423654943,-2.423585876,-2.423624804,-2.423602737,-2.423592993,-2.423576399,-2.423610912,-2.423610118,-2.423614605,-2.423608173,-2.423613671,-2.423600484,-2.423592528,-2.423623621,-2.423593602,-2.42358802,-2.423564151,-2.423608496,-2.423580346,-2.423636311,-2.423598305,-2.423575072,-2.423612116,-2.423593979,-2.423618162,-2.42359259,-2.423585358
AT1G01420,7.633978102,7.786554366,7.606853911,7.707116622,7.667609181,7.20293941,7.349025197,6.984893352,7.637970791,6.86772522,6.875448796,7.039856943,7.206045049,7.047807469,6.517730489,7.006346548,7.062453492,7.016846869,7.811395461,7.650698975,7.293742311,6.973003225,7.246225011,7.102785045,6.936731177,7.119008915,7.254109504,7.129254865,7.324351768,6.860689972,6.929201592,7.135123354,7.154464903,7.01627354,6.969769843,7.202451234,6.826749125,6.792050673,6.913474615,6.915324937,6.930393374,7.117031644,7.004882732,7.162112639,7.141196875,7.333304895,7.208134675,6.933278654,7.050823067,7.079294004,7.220917972,6.994077506,7.167703923,6.879877412,7.094569842,7.103129305,7.057162891
AT1G01430,9.845157246,9.682976759,9.772661636,9.804232217,9.717091134,9.497801147,9.517458491,9.652471279,9.614229554,9.791879965,9.817294509,9.594147585,9.540202403,9.440666362,9.141484683,9.530266868,9.908337657,9.763471214,9.520986204,9.384755428,9.071948086,10.12712275,10.11540489,10.17270057,9.823913634,9.45882418,9.739201417,9.692610995,9.44131996,9.601643825,9.593105271,9.792958294,9.843530675,9.715589391,9.77881135,9.725891669,9.800192143,9.789691956,9.659237397,9.70169892,9.72066391,9.684689676,9.851160732,9.800478646,9.822471447,9.649665309,9.603765501,9.693087457,9.809953172,9.775923699,9.866629339,9.91511915,9.619516831,9.584005133,9.880389705,9.784294659,9.74569026
AT1G01440,8.78045601,8.732958861,8.524625794,8.520723319,8.628609,8.27494251,8.282771033,8.368248928,8.802380983,8.25483056,8.439633197,8.378705842,9.134938723,9.064985171,9.543207026,8.47468219,8.400830941,8.33537853,8.738124351,8.513206365,9.048129423,8.38105536,8.486623,8.600245339,8.597417347,8.177701768,8.344907824,8.084933088,8.397964675,8.105388531,8.286724609,8.21241355,8.110539567,8.118236342,8.080722379,8.584143743,8.218159043,8.141879589,8.486496435,8.303771688,8.280284175,8.514683212,8.355674793,8.238019352,8.213488234,8.381838491,8.650785894,8.348973281,8.25929178,8.184574147,8.257404587,8.239311648,8.520204981,8.388646607,8.254696497,8.257576074,8.219853757
AT1G01448,6.287397748,6.11757898,6.340433825,6.24668077,6.277171635,6.112435299,6.736355351,6.462579821,6.63418436,6.350521207,6.327905107,6.360197712,6.704160819,6.926019693,7.015512546,6.384973594,6.37083736,6.134172833,6.863648067,6.558048202,6.653368162,6.517551891,6.471240583,6.550637859,6.227183839,6.362862796,6.18848194,6.098262238,6.636122529,6.325196306,6.174338889,6.159263547,6.235903391,6.165855786,6.229955054,6.121886758,6.177645888,6.391639842,6.290584462,6.319175469,6.470844555,6.277942063,6.191522329,6.152199028,6.290667753,6.243012676,6.320875344,6.296273801,6.215868568,6.144707466,6.374086116,6.310367045,6.263991152,6.240181331,6.264543932,6.156923107,6.189053456
AT1G01450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT1G01453,1.256763327,1.256781457,1.256591769,1.25659045,1.256335473,1.256490206,1.256299458,1.256062051,1.336932275,1.256101606,1.256057783,1.256178347,1.605057006,1.657448196,1.639062162,1.256002631,1.306813338,1.255914141,1.375665001,1.27119298,1.743862991,1.27071011,1.256089453,1.256198562,1.256246943,1.25619096,1.256272344,1.256081126,1.474292497,1.255981533,1.314967627,1.256168761,1.25602181,1.256101816,1.256139858,1.313557711,1.256071207,1.256074128,1.256057762,1.256081333,1.25606114,1.256110457,1.256141721,1.256025893,1.256137431,1.256159952,1.256263148,1.25608013,1.256191891,1.255983263,1.256118906,1.256214511,1.28079018,1.358466667,1.256045025,1.256141469,1.256170902
AT1G01460,-2.318622389,-2.322288186,-2.322418712,-2.322419683,-2.32262827,-2.322496453,-2.322661704,-2.322917022,-2.322418676,-2.322869479,-2.322922295,-2.322783478,-2.322384221,-2.322391265,-2.322064343,-2.32299321,-2.322871041,-2.321280571,-2.322405695,-2.322737585,-2.322299107,-2.322766875,-2.322883836,-2.322762052,-2.322712628,-2.322770053,-2.32268766,-2.322893799,-2.315802326,-2.3230218,-2.32310277,-2.322793809,-2.322967947,-2.322869233,-2.322825647,-2.322751417,-2.322905804,-2.322902253,-2.322922322,-2.322893551,-2.322918144,-2.322859157,-2.322823563,-2.322962654,-2.32282837,-2.322803401,-2.322696625,-2.322894998,-2.322769069,-2.323019422,-2.322849407,-2.322745477,-2.32291119,-2.322830058,-2.322938237,-2.322823845,-2.322791492
AT1G01470,10.46897134,10.55922991,10.45472271,10.95462071,10.75986698,10.67334612,12.95459654,11.19716124,13.11545734,10.31786589,10.70736746,10.89976524,14.65836571,14.65251893,15.35852359,11.35227909,10.57765863,11.07754586,13.91869353,13.26860195,14.37345802,9.867473447,10.11807746,9.979212329,10.44384603,10.06868383,10.17612381,10.5601748,10.38084074,10.17857946,10.51796472,10.19229691,10.02669973,10.33898429,10.15056591,10.2457783,10.35781641,10.32741376,10.09736154,10.28132547,10.05404487,10.04905666,10.39815927,10.14232682,10.12077683,10.27403721,10.30981079,9.713427474,10.37475851,10.36289813,10.12885206,10.1991779,10.2433382,10.2343765,10.1889647,10.02396426,10.44977827
AT1G01471,-2.423491571,-2.423488743,-2.423520147,-2.423520381,-2.423570566,-2.423538852,-2.423578611,-2.42364004,-2.423520139,-2.423628601,-2.423641308,-2.423607909,-2.423511849,-2.423513544,-2.423434887,-2.42365837,-2.423628977,-2.423688719,-2.423517015,-2.423596868,-2.42349137,-2.423603915,-2.423632055,-2.423602754,-2.423590863,-2.423604679,-2.423584856,-2.423634452,-2.421928257,-2.423665249,-2.42368473,-2.423610395,-2.423652292,-2.423628542,-2.423618055,-2.423600195,-2.423637341,-2.423636486,-2.423641315,-2.423634393,-2.42364031,-2.423626118,-2.423617554,-2.423651019,-2.42361871,-2.423170297,-2.423587013,-2.423634741,-2.423604443,-2.423664677,-2.423623772,-2.423598766,-2.423638637,-2.423619116,-2.423645144,-2.423617621,-2.423609837
AT1G01480,3.711148777,3.790737614,3.488584442,3.092302696,3.457272287,3.784678172,5.315672876,3.667085443,4.805574556,2.876372126,3.042367226,3.167146352,10.64146707,10.81726183,10.04842601,3.699084802,3.45513898,3.231783459,5.717582872,6.071068571,6.584423033,2.996751893,3.448533986,3.252456169,3.650525012,3.449728531,3.427499737,2.965768634,4.668593973,3.152553681,3.433033659,3.310168972,3.029364381,3.057883631,3.152101491,4.922385753,2.962948161,2.870834263,3.921711412,2.965827182,3.043565424,4.626021286,3.071584795,3.174224805,2.883472503,4.136287097,3.279540859,5.061552183,2.894017283,2.851920563,2.87981748,3.259245087,4.190035213,3.98846145,3.248473088,2.884264449,2.88998808
AT1G01490,9.647176081,9.407739941,9.674913143,9.456304887,9.47925363,9.239228003,9.788366861,9.364521412,10.01267741,9.656846635,9.34604179,9.265932369,10.54191143,10.66971403,10.91816715,9.55295811,9.657998603,9.517048746,10.09036476,9.717326893,10.21550063,10.12005707,9.977672568,10.44759989,9.723486399,9.731552107,9.74528926,9.406306655,9.454074347,9.464835457,9.518969699,9.435337024,9.753357551,9.389461021,9.578452027,9.925056856,9.417746989,9.50742662,9.8765375,9.374833436,9.636084289,9.833894114,9.521552836,9.490337021,9.786267924,9.703245398,9.932721074,9.785714604,9.421596635,9.622150076,9.688881021,9.789419161,9.896099874,9.671511293,9.863421858,9.620153566,9.563566106
AT1G01500,9.284345591,9.377561875,9.174535197,9.268189645,9.24744348,8.977029351,9.112194146,8.779771123,9.076867261,8.497873946,8.576762588,8.516358114,9.851507278,10.02681769,10.07520756,8.412811042,8.452089835,8.402063725,9.682398431,9.037435808,9.624596898,8.412361861,8.549595097,8.286606015,8.641573165,8.62147843,8.745283227,8.22705365,8.631239197,8.479948633,8.488390241,8.366105368,8.557968458,8.39180321,8.389596193,8.539144579,8.474391583,8.442798165,8.478224193,8.457598392,8.564488654,8.424202013,8.685116406,8.341598194,8.447514799,8.478782004,8.525622548,8.398228235,8.543921419,8.513854124,8.433712933,8.508280972,8.285759163,8.485826623,8.691490454,8.4831849,8.238724207
AT1G01510,10.09634735,10.07781529,10.10555732,9.955732045,9.989686916,9.815068286,9.82240316,9.534378433,9.891538285,9.396561872,9.362126618,9.341121035,9.899745095,10.0083868,9.702716327,9.396086267,9.472517097,9.449096609,9.986795872,9.823912802,9.948097226,9.42100398,9.281988939,9.315341297,9.512975928,9.400167316,9.438274504,9.19599634,9.287894389,9.180023222,9.326098067,9.473406562,9.413834098,9.268285917,9.193199645,9.43862844,9.402487607,9.272657742,9.461246595,9.379049864,9.319077457,9.285143949,9.522155561,9.398175511,9.583909548,9.344764984,9.452401125,9.389791277,9.261800655,9.365467779,9.357075247,9.479116678,9.448594899,9.233538566,9.523896541,9.313088216,9.29004402
AT1G01520,5.611532266,5.145164567,5.617208174,4.778170678,4.897364745,4.617087797,6.934092713,5.335507979,7.065114227,4.770545244,4.90773057,5.010317453,7.225702699,7.237054903,7.245055946,5.003378246,4.827681211,5.139559229,7.145801845,6.542865988,7.2409495,5.051801406,4.858287374,5.280359413,4.745105163,4.746231177,4.848012495,4.561653854,5.710684639,5.122266569,4.867492109,4.759201211,5.262285072,4.641459573,5.15057561,5.092001778,4.652070902,4.583862253,5.301731665,4.610314475,4.361082475,5.076123469,4.680256961,4.75234862,5.274381593,5.032003223,4.886840451,4.937052603,4.723487789,5.0282691,4.855836053,4.778712267,5.23373454,4.9010834,4.915881702,4.725534515,5.006095488
AT1G01530,-0.671930069,-0.738226981,-0.739405388,-0.673154592,-0.68613716,-0.678335225,-0.739820591,-0.73986076,-0.706203545,-0.739854074,-0.739861481,-0.739841094,-0.739094001,-0.739157597,-0.73620609,-0.7398708,-0.739854299,-0.73988574,-0.739287873,-0.739833673,-0.705124055,-0.73983845,-0.739856128,-0.739837674,-0.739829484,-0.73983896,-0.739825183,-0.739857536,-0.67967162,-0.739874363,-0.739883889,-0.739842716,-0.73986756,-0.739854038,-0.728625868,-0.715767665,-0.739859213,-0.739858719,-0.739861485,-0.739857501,-0.739860914,-0.739852577,-0.728600715,-0.730166046,-0.717650199,-0.739844206,-0.73982674,-0.739857704,-0.739838803,-0.739874071,-0.739851149,-0.739834974,-0.739859958,-0.71768987,-0.739863637,-0.739847333,-0.739842354
AT1G01540,10.5043958,10.56048463,10.60096452,10.23322741,10.33597085,10.15891583,10.23315252,9.954319904,10.32319745,10.09325174,10.3168158,10.14309346,10.43159939,10.5693493,10.55103577,9.883698587,10.1625336,10.02475198,10.39316851,10.17014648,10.2938038,10.23467112,10.12187945,10.34766482,10.10758468,9.842699435,10.07970628,9.809856704,9.750790823,9.862404375,9.933985268,9.960176811,9.992916113,9.962501255,9.932401607,10.01152307,9.971026318,9.858033778,9.919651138,9.974581955,9.841781974,9.978959947,10.04650812,9.821027399,10.09646498,9.89731764,9.860271476,9.975273894,9.86116001,9.914127311,10.04610063,9.999048084,9.977821196,9.873009181,9.924516125,9.913852513,9.872839064
AT1G01550,10.96777145,11.14419403,11.04272087,11.0959135,10.95113106,10.79299366,11.13221233,10.91110039,11.28337814,10.79723175,10.66857552,10.58769658,11.83210945,11.9965936,12.28707617,10.92413519,10.89979088,10.79345969,11.59407138,11.31030749,11.85720637,10.85076561,10.89032104,10.91809011,11.01130742,10.87972493,10.75167619,10.66480706,10.43768374,10.59553125,10.65383407,10.66767708,10.80964102,10.60031492,10.72839594,11.18863323,10.61141915,10.66785005,11.13424397,10.57086363,10.63887586,11.04448318,10.65016151,10.64866465,10.80616826,10.86914462,11.17935333,10.95465011,10.69399635,10.70853848,10.81881399,10.82002605,11.18256916,10.99584129,10.93115801,10.63887868,10.71913057
AT1G01560,4.908059358,5.097606496,5.184990201,5.307662902,4.626886163,5.18897606,5.110722858,5.563375701,6.125834604,5.391893128,5.061766365,4.905729467,5.849853178,6.491252832,7.036592961,6.432496171,5.493183676,5.10454893,5.23463525,5.755080471,6.526602617,4.911310579,4.7012538,4.869816505,7.318329447,5.706398,5.351519571,4.542066738,5.904623394,4.633028241,5.134977404,4.942472266,5.395122736,4.916068033,4.829025476,7.056342033,4.648689042,4.940701846,6.774590891,5.377752922,4.899590408,7.369536159,4.660743634,5.100845411,5.00369639,6.134552571,6.874192257,6.380772729,5.027576447,4.677363762,4.707736691,4.672958841,7.24285618,6.910414196,5.557899264,4.660700961,4.546680796
AT1G01570,4.952124845,5.0123921,5.105770863,5.076514624,5.106697988,4.72478481,5.82697968,5.142883665,5.861912223,5.147639781,5.194430819,5.285683007,5.964612457,5.837773736,6.057161737,5.094519157,5.179638891,4.928198841,5.90175738,5.772613256,6.018426398,4.864166252,4.881420569,4.98734636,5.103902907,4.973227818,4.85724198,5.041189107,5.525578162,5.059511636,5.093091928,5.00905556,4.837384841,5.031719117,4.987142176,4.868237913,4.875421673,4.853725383,5.065843113,4.867434162,4.76594191,4.996070475,5.029211234,4.901965715,4.942809512,4.854724104,4.910179326,4.717020632,4.938528118,4.97776546,5.122189951,5.120323282,5.016135891,4.942272719,4.737008117,5.049028075,4.999143748
AT1G01580,5.801179457,5.784518056,5.310791506,5.57216749,5.728340818,5.316906679,6.486002551,5.772404019,6.638299254,5.456883009,5.511662684,5.414210196,6.698261583,6.542116876,6.543446402,5.715140753,5.545133364,5.540026862,6.720787813,6.677040317,6.697526294,5.442890785,5.286655252,5.401243197,5.445072136,5.472776414,5.640513312,5.464283989,6.013876328,5.219458064,5.382268676,5.511061249,5.289426203,5.378436907,5.457481538,5.470973053,5.527974992,5.469409892,5.376855968,5.566795555,5.686948751,5.48021713,5.397273589,5.467666479,5.39526828,5.21444063,5.45220758,5.212491642,5.420390496,5.365590229,5.572885619,5.312253158,5.525343104,5.405027542,5.426398591,5.386524297,5.585503844
AT1G01590,2.165678632,2.166176832,2.284306795,2.160916101,2.219067593,2.23223991,2.227918516,2.185675217,2.160953875,2.16832518,2.204175751,2.149474139,2.126409412,2.126396778,2.152365445,2.198648147,2.273251507,2.158297107,2.16144409,2.150697803,2.165713814,2.206812617,2.280073929,2.138039203,2.151387508,2.149826218,2.225293177,2.125696921,2.410919138,2.143964378,2.158887155,2.182967107,2.200575041,2.227807457,2.170356961,2.174004617,2.196015482,2.186607336,2.222490315,2.206523492,2.146196534,2.18940449,2.170455747,2.200984626,2.201859068,2.171422295,2.151839012,2.252390523,2.125838027,2.1966972,2.190053567,2.219661095,2.166472081,2.191359793,2.229784978,2.222599355,2.149266257
AT1G01600,7.809048383,7.565066966,7.626118016,7.72460063,7.461112752,7.375564034,7.398108647,7.354391814,7.397371477,7.583432484,7.063779659,7.375574704,6.301650574,6.072740132,5.945867857,7.206021161,6.862896713,7.090237539,7.053603426,7.238447985,6.799276204,7.317374534,7.246710914,7.010453772,7.267151955,6.956939654,7.320741726,7.235066442,7.366703253,7.083616331,7.011234091,7.241514869,7.045163407,7.272759041,7.453670599,7.345173362,7.287092932,7.177297415,7.38900211,7.106347637,7.029205276,7.099874052,7.388876293,7.422635814,7.410669939,7.043794001,7.011306441,7.29600999,7.183467799,7.124431761,7.24947798,7.30459382,7.017157431,7.223823225,7.378456112,7.251708946,7.211411471
