,endpoint_COLD HL 1,endpoint_COLD HL 2,endpoint_COLD HL 3,endpoint_COLD 1,endpoint_COLD 2,endpoint_COLD 3,endpoint_T1,endpoint_T 2,endpoint_T 3,endpoint_HEAT HL 1,endpoint_HEAT HL 2,endpoint_HEAT HL 3,endpoint_HEAT DROUGHT 1,endpoint_HEAT DROUGHT 2,endpoint_HEAT DROUGHT 3,endpoint_HEAT 1,endpoint_HEAT 2,endpoint_HEAT 3,endpoint_DROUGHT 1,endpoint_DROUGHT 2,endpoint_DROUGHT 3,endpoint_Humidity 1,endpoint_Humidity 2,endpoint_Humidity 3,endpoint_HL 1,endpoint_HL 2,endpoint_HL 3,recovery_COLD HL 1,recovery_COLD HL 2,recovery_COLD HL 3,recovery_COLD 1,recovery_COLD 2,recovery_COLD 3,recovery_T1,recovery_T 2,recovery_T 3,recovery_HEAT HL 1,recovery_HEAT HL 2,recovery_HEAT HL 3,recovery_HEAT DROUGHT 1,recovery_HEAT DROUGHT 2,recovery_HEAT DROUGHT 3,recovery_HEAT 1,recovery_HEAT 2,recovery_HEAT 3,recovery_DROUGHT 1,recovery_DROUGHT 2,recovery_DROUGHT 3,recovery_Humidity 1,recovery_Humidity 2,recovery_Humidity 3,recovery_HL 1,recovery_HL 2,recovery_HL 3,CONT 1,CONT 2,CONT 3
AT3G22550,8.73419876,8.656531735,8.686505135,8.225567667,8.11143835,8.047885997,9.412028578,7.825761942,9.515910076,8.080428143,7.688827848,7.963837957,9.24156575,9.300899191,8.731023636,8.136279794,7.627632957,7.73020702,9.313051877,9.263620447,9.236014782,7.241425153,6.924704273,6.57230791,8.283179126,8.146479536,8.404418996,7.364261999,8.003399469,7.461716582,7.351826654,7.531642064,7.710422261,7.43524811,7.402880765,7.946625011,7.512839487,7.624958674,7.782654233,7.625608515,7.712091806,7.557809846,7.505612537,7.632550921,7.839666826,8.033932707,7.860178288,7.93779938,7.286882338,7.571914558,7.810577006,7.221597516,7.459435482,7.534243169,7.627563846,7.308175074,7.563990723
AT3G22560,3.635630668,3.512391493,3.469429143,3.331065088,3.406172235,3.158266333,5.445157089,3.567536963,5.325249259,3.654029159,3.415743752,3.256397621,6.141051042,6.190749592,11.0337123,3.966602967,3.431259455,3.774233134,5.564761674,5.430927363,5.858261696,3.464218738,3.124662872,3.369460938,3.52775407,3.463184706,3.490571022,3.424313222,4.503405953,3.306165713,3.364741261,3.131634581,3.478337539,3.241201412,3.528470132,3.469273642,3.23498881,3.334008833,3.415735832,3.336120679,3.33018254,3.434922675,3.353529856,3.480133975,3.527475058,3.452443003,3.272704894,3.642976668,3.133636214,3.115052768,3.59437193,3.135580143,3.419066429,4.020355614,3.411011738,3.249133654,3.131820502
AT3G22570,1.658891297,1.658928256,1.658541128,1.709413174,1.658016511,1.65833345,1.73547126,1.745572129,1.684432597,1.657536239,1.657446077,1.657694001,2.164858602,2.218053498,2.705770418,1.657332531,1.657533502,1.66961428,1.684815828,1.93853567,2.340514384,1.693407309,1.657511241,1.65773553,1.65783488,1.693284232,1.657887017,1.65749411,1.97906961,1.657289072,1.657172791,1.657674302,1.657372026,1.657536672,1.657614897,1.694011436,1.657473701,1.657479712,1.657446033,1.657494535,1.687957021,1.657554443,1.657618725,1.657380434,1.691092905,1.6576562,1.696227871,1.657492061,1.657721827,1.657292637,1.657571817,1.657768288,1.657464628,1.65760682,1.657419819,1.657618208,1.657678703
AT3G22580,-2.170468755,-2.170449123,-2.170667107,-2.17066873,-2.171017078,-2.170796938,-2.171072915,-2.171499307,-2.170667047,-2.171419909,-2.159224762,-2.171276283,-2.170609506,-2.17062127,-2.170075295,-2.171626545,-2.171422517,-2.171837199,-2.170645369,-2.17119964,-2.164325685,-2.171248555,-2.171443885,-2.1712405,-2.171157961,-2.171253863,-2.171116263,-2.171460524,-2.159617449,-2.17167429,-2.171809515,-2.171293536,-2.171584354,-2.171419497,-2.171346707,-2.171222739,-2.171480574,-2.171474643,-2.171508158,-2.171460109,-2.171501182,-2.171402671,-2.171343227,-2.171575514,-2.171351254,-2.171309555,-2.171131235,-2.171462526,-2.17125222,-2.17167032,-2.171386388,-2.171212819,-2.171489568,-2.171354073,-2.171534737,-2.171343698,-2.171289666
AT3G22590,8.62030919,8.44370503,8.525246928,8.50031946,8.334416705,8.073361095,8.341334896,8.046248541,8.556406221,8.380955558,8.129647571,7.869730234,8.643573952,8.629098274,8.499666661,8.141870003,8.157475633,8.004577288,8.584671598,8.348199416,8.493330905,8.256441713,8.179166427,7.940991751,8.260513322,8.050742988,8.191430209,7.975955944,8.172781276,7.916726526,7.934871218,8.0373129,8.057930237,7.737189853,7.945013115,8.334756712,7.807145945,7.922000024,8.353073855,8.053199333,7.820866211,7.958039225,7.93498419,7.932066625,7.903373452,8.134574708,8.381496823,8.03440812,7.892504828,7.770788927,8.193859162,7.981176285,8.295152104,8.191583886,8.175083163,7.869824757,8.07791211
AT3G22600,5.463712481,5.471991233,5.636839991,6.279566331,6.054356598,5.502151054,6.492177895,5.894058058,6.967111159,6.160089763,4.626201063,5.437363221,8.689196522,9.47669569,9.891026201,7.119023393,6.1948838,5.510956688,7.098467459,7.446550962,9.195915698,5.212310053,5.140036935,5.642954035,7.328435103,5.601656982,5.342569908,5.081370017,6.615341083,5.105918543,6.479371339,6.098795537,6.117087103,4.845779773,4.866581847,8.493028161,5.311172306,4.756647475,7.519477646,5.254122668,5.959204899,8.245409622,5.176914938,6.095479024,5.484721262,7.062680334,7.834377416,7.863457049,6.120618392,4.809826822,5.431080138,4.826070864,7.827328737,7.896657149,5.730132394,4.971589788,5.053208976
AT3G22620,4.510174279,4.734435092,4.466179923,4.728713481,4.834581851,4.323673128,5.869532629,4.587689523,5.401786995,4.758728358,4.45892856,4.559340783,7.558397233,8.351404668,11.59965037,5.068441562,5.067800869,4.520844255,6.32610406,6.089935664,7.437585215,4.466428132,4.495869878,4.519680379,4.58982359,4.98034585,4.408537749,4.514242197,5.429374048,4.181472857,4.641376977,4.316473939,4.584545821,4.206523534,4.069936282,4.823471193,4.393568277,4.369515828,4.565462092,4.372134111,4.389673868,4.571825498,4.393750297,4.641714032,4.563184011,4.639307216,5.059207783,5.170658878,4.516896957,4.181839986,4.658210937,4.474264796,4.507393114,4.605921711,4.194812405,4.145449074,4.347014257
AT3G22630,9.811206095,9.865306128,9.947822376,9.584446653,9.465438443,9.233064592,9.63003609,9.170674714,9.584088508,9.257079913,9.1015932,9.027176706,9.899142519,9.816110875,10.11386246,9.194242451,9.002126267,9.111495135,9.801324277,9.498411248,9.936935025,9.209175346,9.005615771,8.885109234,9.463459603,9.157051812,9.301019878,8.770774596,9.085751485,8.920194484,8.887259319,9.011700732,9.111554727,8.973158664,8.930891768,9.445043623,8.978726153,8.847087906,9.473871799,9.091212256,8.92821299,9.28111734,9.17206782,9.003783828,9.118186753,9.276146912,9.511013677,9.488329827,9.097699516,9.006890483,9.111965704,9.054666922,9.348038718,9.21335224,9.230446404,8.901579777,8.896552803
AT3G22640,1.539102851,1.539125747,1.538885814,1.538884142,1.538560268,1.538756997,1.538514394,1.538211213,1.658076888,1.538261823,1.53820575,1.538359902,1.902169076,1.968683571,1.992171408,1.538135115,1.552024617,1.538021623,1.538908375,1.538415885,1.960562397,1.538379853,1.538246278,1.624349696,1.538447448,1.538376008,1.538479838,1.538235624,1.888341343,1.549857632,1.548824006,1.538347658,1.562719927,1.538262092,1.538310729,1.538398735,1.538222931,1.53822667,1.538205723,1.538235889,1.538210048,1.538273142,1.538313109,1.538164917,1.538307627,1.538336405,1.538468114,1.53823435,1.538377197,1.538110291,1.592318799,1.538406071,1.564265987,1.618755258,1.538189417,1.538312787,1.538350393
AT3G22650,-2.42350265,-2.423499657,-2.423532886,-2.423533134,-2.423586236,-2.423552678,-2.423594748,-2.423659747,-2.423532877,-2.423647644,-2.42366109,-2.423625749,-2.423524106,-2.423525899,-2.423442671,-2.423679143,-2.423648041,-2.423711255,-2.423529573,-2.423614066,-2.423502437,-2.423621522,-2.423651298,-2.423620294,-2.423607712,-2.423622331,-2.423601356,-2.423653835,-2.421848477,-2.423686421,-2.423707035,-2.423628379,-2.423672712,-2.423647581,-2.423636485,-2.423149468,-2.423656891,-2.423655987,-2.423661096,-2.423653772,-2.423660033,-2.423645016,-2.423635954,-2.423671364,-2.423637178,-2.423630821,-2.423603638,-2.42365414,-2.423622081,-2.423685816,-2.423642534,-2.423616075,-2.423658262,-2.423637608,-2.423665148,-2.423636026,-2.423627789
AT3G22660,10.91838141,10.72185142,10.83175702,10.41704969,10.52527485,10.13895367,8.750827549,8.944405586,8.858758334,9.251126666,8.922552096,8.857358858,9.344599666,9.322265193,9.351720891,8.687680973,8.514834698,8.703670445,9.102000579,8.752542329,9.041895269,8.881805787,8.614567362,8.091771395,9.279426426,9.1175477,8.980322563,8.773902462,8.969797318,9.005039343,8.868972324,9.466436273,8.917914391,8.76625976,8.88901586,8.983014198,8.96342641,9.050671575,9.064418861,8.895092727,9.012016545,8.911289797,9.002227658,8.977976921,8.899880125,9.120015872,9.024656847,8.98346884,8.976523849,9.001260629,8.91647169,9.093470821,9.013715815,8.879307376,8.955854814,8.934694232,8.973221474
AT3G22670,6.343136723,6.409542789,6.32865215,5.998671061,6.210363855,6.195004468,5.933340208,5.7130448,5.828252018,5.688185305,5.755425033,5.692456704,6.037346399,5.67834116,5.621745056,5.581872778,5.620457632,5.568603217,5.718284451,5.63099239,5.772519412,5.591378581,5.599237651,5.435917698,5.735544747,5.691086948,5.731861649,5.62547996,6.10002441,5.734428406,5.808048076,5.631200903,5.399121188,5.514055604,5.58360873,5.776921151,5.558219671,5.484025602,5.79820528,5.770412695,5.614580541,5.610070865,5.575959371,5.677605341,5.737073427,5.764060831,5.759732362,5.806940674,5.738008063,5.624959749,5.754015362,5.734686859,5.845232491,5.614930861,5.921506948,5.446216044,5.741451166
AT3G22680,7.983232588,7.884395293,7.805821808,7.539582532,7.624978053,7.355246085,7.652719938,7.317979366,7.726265397,7.349722342,7.29270749,7.203698434,7.555772603,7.693863293,7.70284937,7.200812345,7.191695407,7.269620608,7.651268203,7.418470134,7.682906874,7.36342892,7.218272596,7.068723948,7.558171762,7.18201809,7.3463803,6.988268251,7.513904043,7.237488401,7.070140544,7.30592373,7.330209835,7.137584824,7.153021628,7.399333587,7.320111174,7.276336417,7.42176946,7.260946848,7.226331671,7.237699127,7.168134682,7.058794281,7.513812548,7.286113094,7.417670048,7.39343998,7.365510409,7.173256427,7.333703777,7.210468075,7.393047033,7.252657628,7.364237394,7.316938868,7.067803912
AT3G22690,6.302583158,6.452309534,6.192581826,6.220648855,6.378646959,6.210046589,6.017818727,5.925870309,6.14001261,6.161216263,6.126929524,5.972133231,6.114095994,6.246935159,5.959057887,5.838211697,6.008734602,5.717638542,6.023533234,5.798184707,5.683504395,5.822452722,5.90896908,5.786008446,5.609597379,5.70759503,5.629961687,5.773465187,6.214709154,5.692999362,5.953021333,5.984754981,5.874824211,5.711504379,5.630965566,5.783242654,5.884754315,5.681255389,5.887822865,5.745083667,5.674301651,5.790553755,5.793773324,5.669954636,5.805988502,5.621918146,5.912431276,5.494029627,5.806020247,5.571598945,5.751303658,5.817997037,5.629909731,5.629159613,5.665597016,5.936399242,5.689348852
AT3G22700,-1.31936618,-1.319299547,-1.320039412,-1.320044918,-1.321227259,-1.320480075,-1.321416777,-1.322282405,-1.278347939,-1.30286459,-1.322282911,-1.322107033,-1.319843906,-1.319883836,-1.318030727,-1.272612515,-1.322277899,-1.322297169,-1.319965629,-1.321846895,-1.319361449,-1.32201292,-1.32227917,-1.301139945,-1.321705432,-1.322030935,-1.30071827,-1.322280151,-1.282535457,-1.322290842,-1.322296139,-1.322165593,-1.322287058,-1.322277719,-1.322273279,-1.321925297,-1.322281321,-1.322280976,-1.303931888,-1.322280126,-1.322282513,-1.302649087,-1.322273063,-1.322286674,-1.322273561,-1.322219963,-1.321614721,-1.322280268,-1.322025359,-1.322290679,-1.322275719,-1.290623176,-1.322281843,-1.322273736,-1.322284427,-1.322273092,-1.322152456
AT3G22710,-2.372954177,-2.372947656,-2.373020063,-2.373020601,-2.373136311,-2.373063188,-2.373154858,-2.373296491,-2.372000015,-2.373270118,-2.373299416,-2.37322241,-2.373000929,-2.373004837,-2.372823483,-2.373338755,-2.373270984,-2.373408727,-2.373012842,-2.373196952,-2.372953714,-2.3732132,-2.373278082,-2.373210524,-2.373183107,-2.373214963,-2.373169257,-2.373283609,-2.369349742,-2.372334587,-2.373399532,-2.373228141,-2.373324741,-2.373269981,-2.373245803,-2.373204625,-2.373290269,-2.373288299,-2.373299431,-2.373283471,-2.373297114,-2.373264392,-2.373244647,-2.373321805,-2.373247313,-2.373233462,-2.37317423,-2.373284274,-2.373214417,-2.373353296,-2.373258983,-2.37320133,-2.373293256,-2.373248249,-2.37330826,-2.373244803,-2.373226855
AT3G22720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G22723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT3G22730,-2.372872234,-2.372859633,-2.372999548,-2.373000589,-2.373224181,-2.373082881,-2.37326002,-2.373533704,-2.37299951,-2.373482741,-2.373539357,-2.373390554,-2.372962576,-2.372970127,-2.368677594,-2.373615373,-2.373484415,-2.373750583,-2.372985595,-2.373341359,-2.372871339,-2.373372756,-2.373498131,-2.373367586,-2.373314607,-2.373376163,-2.373287843,-2.37350881,-2.365907218,-2.373646018,-2.373732814,-2.373401628,-2.373588292,-2.373482477,-2.373435756,-2.373356186,-2.373521679,-2.373517873,-2.373539385,-2.373508544,-2.373534907,-2.373471677,-2.373433522,-2.373582618,-2.373438674,-2.37341191,-2.373297453,-2.373510095,-2.373375108,-2.37364347,-2.373461225,-2.373349819,-2.373527452,-2.373440484,-2.373556445,-2.373433824,-2.373399144
AT3G22740,7.974055949,7.336749765,7.589475642,7.639001324,7.693846062,7.183855346,9.075176768,8.599634188,9.264973004,8.39310981,8.243134417,8.065624478,9.828383948,9.667046695,10.50947953,8.559118227,8.436682048,8.189013168,9.242013437,8.798150061,9.310820993,7.65494849,7.357521666,7.15075959,7.979921938,7.542432385,7.4859687,7.532432862,8.063404627,7.270173025,7.580329976,7.409422303,7.342915657,7.481911601,7.613909612,7.876295513,7.776759943,7.835837858,8.040542862,7.856084451,7.762053406,7.393293748,7.831384024,7.939089274,7.682066186,8.143086224,7.667552424,8.032673114,8.074260198,8.263587771,7.907115794,7.65339896,7.894440464,7.695566651,7.733788125,7.627663318,7.68893941
AT3G22750,8.125709309,7.996311955,8.141949528,7.468248534,7.571509242,6.986082317,7.156393595,7.267920943,7.134391017,7.350585151,7.160575822,6.840404326,7.821335832,7.927803886,8.702948008,6.608078637,6.898187014,6.947766507,6.865350088,6.955459987,7.105395631,8.100608328,8.313013607,8.010323664,6.961754549,7.410344355,7.086672443,7.163025076,7.459387192,7.062071603,6.914224502,7.41883896,7.049905971,7.211505384,7.609832993,7.266286786,7.140961131,7.373853857,7.267147752,6.898383601,7.52147723,6.950632806,7.316081842,7.342070352,6.917989647,6.986893217,6.935599616,6.929452797,7.161165608,7.281625773,7.097499112,7.203688492,7.098391414,7.064881703,7.40379537,7.202621541,7.094930019
AT3G22760,8.853477742,8.707219725,8.726972302,8.420344032,8.426885103,8.306801452,7.894949284,8.125241362,7.862045039,8.018168672,7.969332788,8.066313497,7.448640144,7.512143505,7.832145103,7.78450272,7.901960389,7.858075542,7.698809306,7.757306072,7.835480518,7.926161254,7.77050652,7.784775389,8.135687557,8.073830803,8.161997271,7.985967421,8.001339864,7.688258453,8.052770488,8.079107179,7.878972617,7.848126461,8.001525012,7.83435773,7.886483584,7.892333093,7.868937018,7.876195465,7.944040884,7.773856604,8.031377096,7.955781105,7.778986403,7.699966575,7.686347533,7.83355736,7.984291001,8.008499893,7.681197539,7.599602843,7.922940308,7.9145069,7.836052706,7.88899952,7.92700027
AT3G22770,-0.35192954,-0.38851228,-0.388551387,-0.35622514,-0.388601486,-0.358720067,-0.388608514,-0.369449752,-0.388551378,-0.368453422,-0.388655601,-0.388632127,-0.388542046,-0.388543981,-0.386917002,-0.388666328,-0.388647331,-0.373184629,-0.355749833,-0.388623581,-0.388516412,-0.388629083,-0.388649438,-0.388628188,-0.298433732,-0.366206573,-0.388613803,-0.349877355,-0.316587686,-0.38867043,-0.388681394,-0.388633995,-0.388662598,-0.388647031,-0.388639624,-0.3886262,-0.332064637,-0.38865242,-0.333017508,-0.368963941,-0.388654947,-0.388645349,-0.388639262,-0.388661804,-0.388640097,-0.388635711,-0.364395227,-0.388651252,-0.388629488,-0.388670093,-0.368018003,-0.38862508,-0.388653847,-0.388640389,-0.388658083,-0.388639311,-0.388633577
AT3G22780,10.10894565,10.04965738,9.949496852,9.823204145,9.767458829,9.786315349,9.11601238,9.337146544,9.40729611,9.252459869,9.433916952,9.19135161,9.129567372,9.036448637,8.593009239,9.113904897,9.44631327,9.142652449,9.228489688,9.079761509,9.155976692,9.183032693,9.317695207,9.241538652,9.330191097,9.224888566,9.336389445,9.058947003,9.098291174,9.230919228,9.287108971,9.270762825,9.222460284,9.15663398,9.120608754,9.337325084,9.268436911,9.131589982,9.290390884,9.151009595,9.258890547,9.288452629,9.233055226,9.134623132,9.16269116,9.195547468,9.235957642,9.185148435,9.29683208,9.206933691,9.107451444,9.404293079,9.348637383,9.201391627,9.249118972,9.129615123,9.059712295
AT3G22790,9.847977952,9.564516457,9.502148278,9.534567899,9.554408712,9.248203976,9.502862827,9.510821338,9.657581179,9.530534297,9.478038382,9.273017082,8.855361922,8.551629175,7.864780838,9.446302492,9.403916272,9.24801217,9.083808064,9.397437569,8.809376073,9.186919474,9.131737339,9.020863801,9.38239202,9.185011089,9.254253327,9.148509112,9.051308445,9.15287972,9.294280416,9.36348347,9.178662486,9.108200358,9.220967582,9.116220807,9.256378045,9.308053743,9.042588363,9.312900224,9.081773747,9.089674624,9.287962977,9.260424477,9.127123693,9.364859138,8.969974829,9.076147029,9.205599231,9.269586124,9.305596735,9.202196248,9.305110331,9.174482999,9.231327528,9.149824324,9.154183593
AT3G22800,1.477522806,1.458871242,1.439066772,1.472938894,1.466139504,1.438989379,1.538519984,1.515869339,1.657137378,1.500348892,1.533322743,1.484356592,1.439103149,1.456750778,1.439509351,1.574329354,1.459826029,1.438551714,1.439080349,1.463103954,1.513888246,1.438764037,1.479781978,1.438767524,1.487868886,1.462265074,1.438823597,1.438678352,1.642446686,1.4386028,1.471255687,1.546259636,1.457710769,1.438694056,1.46089139,1.474427692,1.459042928,1.469127828,1.438660621,1.438678508,1.438663185,1.438700615,1.482474874,1.476495098,1.460826091,1.525300725,1.464202343,1.535948344,1.507065042,1.508185357,1.460327596,1.438779642,1.458924084,1.449838126,1.458337071,1.43872416,1.526347658
AT3G22810,7.072978575,6.976812904,6.962242304,6.726187069,6.750397068,6.567925206,6.864549461,6.62493622,6.797702878,6.697188592,6.68424018,6.52899307,6.488789386,6.370419206,6.577883752,6.488400518,6.455704922,6.476837505,6.736345684,6.902099837,6.457320444,6.511533389,6.318670282,6.485267937,6.74341846,6.576274553,6.581778105,6.468157221,6.811539135,6.437265273,6.410009331,6.499700806,6.436725928,6.411796824,6.473483592,6.356461873,6.348682722,6.338783981,6.373731951,6.463014556,6.565836575,6.23913827,6.611354344,6.531468554,6.437196391,6.452913338,6.527941888,6.372840413,6.468743626,6.443511542,6.441362204,6.387507643,6.457083805,6.541278134,6.519572401,6.534875911,6.556454194
AT3G22820,3.879817429,3.738644455,3.761648329,3.939217192,4.012753426,3.721854702,3.86005258,4.006011246,3.965185116,3.762899048,3.946794556,3.750477734,3.920942957,3.972696688,3.953027453,3.868426368,3.782977437,3.753723954,3.901856283,3.944942929,3.811983633,3.840146828,3.891814501,3.973995511,3.850204608,3.87998942,3.898124719,3.70852101,4.213571346,3.847102571,3.771444917,3.835315643,3.905024727,3.742143288,3.809668663,3.863767877,3.852489962,3.826146767,3.737312619,3.872465381,3.850133302,3.699564205,3.768201899,3.752806753,3.86781862,3.813160073,3.916578969,3.760047528,3.704382931,3.831661161,3.825677005,3.800467498,3.910476668,3.904035819,3.79299579,3.923138642,3.815056721
AT3G22830,2.870255948,3.08064798,2.865789816,3.130069563,2.858817198,2.959870006,3.4979939,2.917807542,3.47051357,2.852114037,2.850819299,2.929773937,4.6276095,5.647811646,6.344493813,2.911520069,2.983299512,2.846485009,3.668657499,3.35744563,3.900684747,2.931348837,2.981545596,2.854934438,2.936632726,2.854715468,2.85704111,2.919800579,3.731442734,2.848536031,2.846821001,2.854073923,2.913562801,2.852120227,2.853233969,2.855227737,2.851217241,2.851303681,3.077359302,2.851516633,2.850918932,2.852374011,2.853288249,2.849869137,2.853163183,2.853818492,3.008801132,2.919696821,2.85474231,2.909444114,2.852621696,2.85539268,2.851086654,2.853119372,2.850439989,2.853280907,2.854135951
AT3G22840,12.7406248,12.43855746,12.6660979,10.81185298,10.55932261,10.56100284,9.092834747,5.786052621,8.809849428,6.494117565,5.657647575,6.383222501,11.44703211,11.20372306,12.57637012,6.294213261,4.861486423,7.028924173,10.16643504,9.911399581,12.47704699,5.649804881,5.891540871,5.422231004,7.608959177,8.231038747,8.678782321,5.316877729,7.594642448,6.538669412,5.793983335,6.398225452,6.445588669,5.611625694,5.159036109,6.137819974,7.474390839,5.978431387,6.692245422,5.63778075,6.057855242,6.28239169,5.870675903,6.2552376,6.961945434,6.529042523,5.76237807,6.737348036,5.879777255,6.199689662,6.734429783,6.019966022,5.791294323,5.824393028,5.911637728,5.890058988,5.773007381
AT3G22845,10.12048887,9.968706155,10.01664306,9.881083319,9.913132238,9.561841133,10.16463942,9.662427483,10.28351385,9.673141101,9.580353877,9.466672349,10.82945194,10.94998268,11.19782776,9.588924493,9.476158489,9.473720205,10.58206451,10.12785205,10.89289473,9.44550027,9.508037524,9.494381366,9.821892145,9.499247991,9.606870386,9.138249975,9.425406743,9.254577712,9.357908448,9.452015024,9.398538491,9.21522904,9.384682869,9.811402041,9.354444959,9.344978864,9.641467065,9.372073843,9.375477678,9.58534207,9.370308898,9.445097772,9.36525936,9.641423427,9.740873347,9.534643676,9.450796053,9.389195225,9.450399426,9.383188601,9.654422561,9.563481121,9.513622708,9.221720709,9.291475783
AT3G22850,8.987188678,8.817954725,8.860995007,8.884892798,8.63794916,8.645752305,9.11036792,8.7291788,9.182083875,8.626514372,8.556118511,8.470204634,9.499706475,9.612034621,9.987021009,8.569711707,8.483092211,8.430688287,9.15952252,9.193234813,9.340389302,8.224634872,8.316192654,8.431636618,8.767899144,8.585272397,8.720026645,8.283344389,8.533255837,8.310709804,8.422511535,8.32273164,8.287257219,8.220455898,8.355748817,8.519493542,8.290574351,8.323596706,8.256242601,8.320635477,8.46235172,8.325875327,8.374211321,8.418816794,8.243402329,8.564041985,8.382673131,8.277478249,8.331143055,8.615016714,8.367680844,8.409276741,8.51654041,8.44212606,8.454176357,8.273671574,8.154873135
AT3G22860,0.277061146,0.277520935,0.304133841,0.239661242,0.239580947,0.239629649,0.239569623,0.239495083,0.272700819,0.239507489,0.239493744,0.239531574,0.273914385,0.305955535,0.309846599,0.275179851,0.260094189,0.255276769,0.239667274,0.239545346,0.312421905,0.23953648,0.239503677,0.262628204,0.263873104,0.239535534,0.288572444,0.239501065,0.343936822,0.239469844,0.255561348,0.239528564,0.239482466,0.280132267,0.239519492,0.28543648,0.239497954,0.23949887,0.25899602,0.23950113,0.239494797,0.239510266,0.239520076,0.239483746,0.261052924,0.261633574,0.239558211,0.239500753,0.239535827,0.239470386,0.239512917,0.23954293,0.239496571,0.239518259,0.312984245,0.239519997,0.239529237
AT3G22870,-1.766349081,-1.766309072,-1.76675331,-1.754240262,-1.767466529,-1.767017897,-1.767580322,-1.768449281,-1.766753188,-1.768287473,-1.768467229,-1.767994772,-1.766635922,-1.766659897,-1.765547234,-1.762450408,-1.768292788,-1.769082584,-1.766709009,-1.767838578,-1.76634624,-1.767938264,-1.768336335,-1.767921848,-1.767753639,-1.767949081,-1.755152308,-1.768370244,-1.744234794,-1.768805887,-1.756643897,-1.768029934,-1.768622601,-1.768286633,-1.768138291,-1.767885653,-1.768411104,-1.768399017,-1.76846732,-1.762111222,-1.768453102,-1.768252343,-1.7681312,-1.768604587,-1.743114851,-1.768062579,-1.767699173,-1.768374323,-1.767945733,-1.768797795,-1.768219159,-1.767865437,-1.768429433,-1.75563695,-1.768521485,-1.768132159,-1.768022046
AT3G22880,7.334987888,7.150489529,7.220581006,6.714750238,7.099002489,6.966081817,7.69795298,7.705700135,7.492865389,7.758038259,7.778993003,7.546233513,7.425792099,7.331938491,7.736852167,7.847427568,7.615971527,7.668944779,6.935492155,7.347031917,7.221221433,7.530898377,7.647641498,7.618537183,7.525602534,7.57391487,7.75083555,7.373529832,7.542336448,7.361496438,7.353123445,7.474030315,7.229127563,7.208905968,7.243034918,7.474676779,7.360265465,7.335403984,7.315635653,7.390677492,7.179246291,7.315702713,7.378155868,7.334077807,7.388761146,7.506293728,7.421689179,7.38948259,7.239807866,7.241639682,7.289018758,7.518581881,7.59173766,7.387368338,7.469826591,7.192619508,7.208763818
AT3G22886,3.966935879,3.969140966,4.202076817,4.086340637,4.032675535,3.975352607,4.066567307,3.996495159,3.976189055,3.902901369,4.003806031,3.870050836,3.951722148,3.849564324,3.927984527,3.822134136,3.960977575,4.045102777,3.978731258,3.874832109,4.032673547,4.058413988,4.046067195,3.961153173,3.981314091,3.905617562,3.929122229,4.02704325,4.357956418,4.176795873,4.05571212,3.98556309,4.025657605,3.979859055,3.939729056,4.014473453,4.024220089,3.999657534,3.905589723,3.975055236,4.098945707,3.894045481,4.017120576,3.872338432,3.988143487,3.973766189,4.105174529,3.992510149,3.949328582,3.910183191,3.895266751,4.06397848,4.039295054,3.897722711,4.000341707,3.843663267,3.976091327
AT3G22890,13.3168968,13.30247911,13.31641454,13.18835609,13.0270358,12.82057776,13.37764346,12.97863719,13.5157493,13.084015,12.95541188,12.97055188,13.24189421,12.91277455,12.83036255,12.97506145,12.88723601,12.80760926,13.22047394,13.11864072,13.05583465,12.93601269,12.88586737,12.67635397,13.20822199,13.00504931,13.08751284,12.37223429,11.80317367,12.61162047,12.59172837,12.65599748,12.75015833,12.52526298,12.68002947,13.04115056,12.6439525,12.81179782,13.13050738,12.82139801,12.85609086,12.89050491,12.86669829,12.84737075,12.83348099,12.98222637,12.99840346,13.02562466,12.80070468,12.93500078,12.89021636,12.71822638,12.79365085,12.70991881,12.91819763,12.65253585,12.68102257
AT3G22900,5.215495758,4.838235102,5.000166605,5.236466261,5.027944555,5.151823215,5.299536504,5.095631324,5.094135307,5.174634078,4.921327354,4.969239028,5.215518466,5.250946215,4.817391277,5.140253379,4.954845798,4.99464793,4.992482269,5.087395615,4.932707483,4.975257089,4.966239022,4.968124437,4.995354597,4.881024053,4.986091154,4.914411215,5.353197671,4.933048579,4.98288469,4.930102732,4.654540614,4.905439801,4.84539747,4.944507771,4.98884141,4.975056846,4.944878221,4.686135194,4.744685018,4.908663419,4.971798874,4.826701623,4.90077008,4.979152052,4.768603449,4.914021719,4.798283751,4.828344639,4.838888401,4.781432074,4.994245684,4.695831729,5.033432461,4.902199756,4.930880089
