gene_id,cold,cold_high_light,drought,heat,heat_drought,heat_drought_high_light,heat_high_light,high_humidity,high_light
AT2G45920,,,recovered,recovered,recovered,recovered,,,
AT2G45930,,,,,,,,,
AT2G45940,,,,,,,,,
AT2G45950,,recovered,recovered,,recovered,,,,
AT2G45960,,persistent_same_direction,,,,,,,
AT2G45970,,recovered,recovered,,recovered,,,,
AT2G45980,,recovered,recovered,,recovered,recovered,,,
AT2G45990,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46000,,recovered,recovered,,recovered,recovered,,,
AT2G46020,,recovered,recovered,,recovered,recovered,,,
AT2G46030,,,,,recovered,,,,
AT2G46040,recovered,recovered,recovered,,recovered,,,,
AT2G46050,,,,,,,,,
AT2G46060,,,recovered,,recovered,recovered,,,
AT2G46070,,,recovered,,recovered,recovered,,,
AT2G46080,,recovered,recovered,,recovered,recovered,,,
AT2G46090,recovered,recovered,,,recovered,,,,
AT2G46100,,,recovered,,recovered,recovered,,,
AT2G46110,recovered,recovered,,,,,,,
AT2G46120,,,,,,,,,
AT2G46130,,,,,,,,,
AT2G46140,,,,recovered,,recovered,,,recovered
AT2G46150,,,,,,,,,
AT2G46160,,recovered,,,,,,,
AT2G46170,recovered,recovered,,,recovered,,,,recovered
AT2G46180,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46190,,,,,,,,,
AT2G46192,,,,,,,,,
AT2G46200,recovered,recovered,recovered,,recovered,,,,
AT2G46210,,,,,,,,,
AT2G46220,,recovered,,,recovered,,,,
AT2G46225,,,,,,,,recovered,
AT2G46230,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46240,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,recovered
AT2G46250,,,,,recovered,recovered,,recovered,
AT2G46255,,,,,,,,,
AT2G46260,,recovered,recovered,,recovered,recovered,,,
AT2G46270,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,persistent_same_direction,,persistent_same_direction
AT2G46280,recovered,recovered,recovered,,recovered,,,,
AT2G46290,,recovered,recovered,,recovered,recovered,,,
AT2G46300,,,,,recovered,,,,
AT2G46308,,,,,,,,,
AT2G46310,recovered,recovered,,,recovered,,,,
AT2G46320,,recovered,,,recovered,recovered,,,
AT2G46330,,,recovered,,recovered,recovered,,recovered,
AT2G46340,,recovered,recovered,,recovered,recovered,,,
AT2G46360,,,,,,,,,
AT2G46370,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46375,,,,,,,,,
AT2G46380,recovered,,,,,,,,
AT2G46390,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46400,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,,persistent_same_direction
AT2G46410,,,,,,,,,
AT2G46420,,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT2G46430,,recovered,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,persistent_same_direction,,persistent_same_direction
AT2G46440,,persistent_same_direction,persistent_same_direction,recovered,substantial_reversal,recovered,,,persistent_same_direction
AT2G46450,,recovered,persistent_same_direction,,recovered,,,,persistent_same_direction
AT2G46455,,,,,,,,,
AT2G46460,,,,,,,,,
AT2G46470,recovered,recovered,,,,,,,
AT2G46480,,,,,,,,,
AT2G46490,,,recovered,recovered,recovered,recovered,,recovered,
AT2G46493,,,,,,,,,
AT2G46494,,,,,,,,,
AT2G46495,,,,,,,,,
AT2G46500,,recovered,persistent_same_direction,,recovered,,,,
AT2G46505,recovered,recovered,recovered,,recovered,,,,
AT2G46510,,,recovered,,recovered,recovered,,,
AT2G46520,recovered,recovered,recovered,,recovered,,,,
AT2G46530,,,,,recovered,,,recovered,
AT2G46535,,,recovered,,,recovered,,,
AT2G46540,recovered,recovered,,,recovered,,,,
AT2G46550,,,recovered,,recovered,recovered,,,
AT2G46560,,recovered,recovered,,recovered,recovered,,,
AT2G46567,,,,,,,,,
AT2G46572,,,,,,,,,
AT2G46580,,recovered,recovered,,recovered,recovered,,,
AT2G46590,,recovered,recovered,,recovered,,,,
AT2G46600,recovered,,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT2G46610,,,recovered,,recovered,recovered,,,
AT2G46620,,,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT2G46630,recovered,recovered,,,recovered,,,,
AT2G46640,,,,,recovered,recovered,,,
AT2G46650,,recovered,recovered,,,recovered,,recovered,
AT2G46660,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46670,,,recovered,,recovered,recovered,,,
AT2G46680,recovered,recovered,persistent_same_direction,recovered,recovered,recovered,,recovered,recovered
AT2G46685,,,,,,,,,
AT2G46690,,,recovered,,recovered,recovered,,,
AT2G46700,,recovered,recovered,,recovered,,,,
AT2G46710,,recovered,recovered,,recovered,,,,
AT2G46720,,,,,,,,recovered,
AT2G46735,,,recovered,,recovered,recovered,,,
AT2G46740,,,,,,,,,
AT2G46750,,,,,,,,,
AT2G46760,,,recovered,,recovered,recovered,,,
AT2G46770,,,,,,,,,
AT2G46780,,,recovered,,recovered,,,recovered,
AT2G46790,,,recovered,,recovered,recovered,,,
AT2G46800,,recovered,recovered,,recovered,recovered,,,
AT2G46810,,,recovered,,recovered,,,,
AT2G46820,,,,,recovered,,,,
AT2G46830,recovered,recovered,recovered,,recovered,recovered,recovered,,
AT2G46840,,,,,,,,,
AT2G46850,,,,,,,,,
AT2G46860,,,,,,,,,
AT2G46870,recovered,recovered,,,,,,,
AT2G46880,,,,,,,,,
AT2G46890,recovered,recovered,,,,,,,
AT2G46900,,recovered,recovered,,recovered,recovered,,,
AT2G46910,,recovered,recovered,,recovered,recovered,,,
AT2G46915,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46920,recovered,recovered,recovered,,recovered,recovered,,,
AT2G46930,,recovered,,,,,,,
AT2G46940,,,recovered,,recovered,recovered,,,
AT2G46950,,,recovered,,recovered,recovered,,,
AT2G46960,,,,,,,,,
AT2G46970,,,,,,,,,
AT2G46980,,recovered,,,,,,,
AT2G46990,,,,,,,,,
AT2G46995,,,,,,,,,
AT2G47000,recovered,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,,persistent_same_direction
AT2G47010,,recovered,persistent_same_direction,recovered,,recovered,,,recovered
AT2G47020,,recovered,,,,,,,
AT2G47030,,,,,,,,,
AT2G47040,,,,,,,,,
AT2G47050,,,,,,,,,
AT2G47060,,,recovered,,recovered,recovered,,,
AT2G47070,,recovered,recovered,,recovered,recovered,,,
AT2G47090,recovered,recovered,recovered,,recovered,,,,
AT2G47115,,,,,,,,,
AT2G47120,,,,,,,,,
AT2G47130,,,persistent_same_direction,recovered,persistent_same_direction,persistent_same_direction,,,persistent_same_direction
AT2G47140,,,,,,,,,
AT2G47150,,,,,,,,,
AT2G47160,recovered,recovered,,,recovered,,,,
AT2G47170,recovered,recovered,recovered,,recovered,,,,
AT2G47180,,,recovered,recovered,recovered,recovered,,,
AT2G47190,,,persistent_same_direction,,recovered,recovered,,,
AT2G47200,,,recovered,,,,,,
AT2G47210,recovered,recovered,recovered,,recovered,,,,
AT2G47220,recovered,recovered,,,,,,,
AT2G47230,,recovered,,,,,,,
AT2G47240,recovered,recovered,,,recovered,,,,
AT2G47250,recovered,recovered,recovered,,recovered,,,,
AT2G47260,,,,,recovered,,,recovered,
AT2G47270,,,,,recovered,,,,
AT2G47275,,,,,,,,,
AT2G47280,,,,,,,,,
AT2G47300,recovered,recovered,,,recovered,,,,
AT2G47310,recovered,recovered,recovered,,recovered,,,,
AT2G47320,,,recovered,,recovered,recovered,,,
AT2G47330,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47340,,,,,,,,,
AT2G47350,,recovered,recovered,,recovered,recovered,,,
AT2G47360,,,,,,,,,
AT2G47370,recovered,recovered,,,recovered,,,,
AT2G47380,recovered,recovered,recovered,,recovered,,,,recovered
AT2G47390,recovered,recovered,recovered,,recovered,recovered,recovered,,recovered
AT2G47400,recovered,substantial_reversal,,,recovered,,,,
AT2G47410,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47420,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47430,,,,,,,,,
AT2G47440,,recovered,recovered,,recovered,recovered,,,
AT2G47450,,substantial_reversal,,,recovered,,,,
AT2G47460,,,,,recovered,,,,
AT2G47470,recovered,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT2G47480,,,,,,,,,
AT2G47485,,,recovered,,recovered,,,,
AT2G47490,recovered,recovered,recovered,,recovered,,,,
AT2G47500,,recovered,,,recovered,,,,
AT2G47510,recovered,recovered,,,,,,,
AT2G47520,,,,,,,,,
AT2G47530,,,,,,,,,
AT2G47540,,,,,,,,,
AT2G47550,,,,,,,,,
AT2G47560,,,recovered,,recovered,,,,
AT2G47570,,,,,,,,,
AT2G47580,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47585,,,,,,,,,
AT2G47590,recovered,substantial_reversal,,,recovered,,,,recovered
AT2G47600,,recovered,recovered,,recovered,recovered,,,
AT2G47610,recovered,recovered,,,recovered,,,,
AT2G47620,recovered,recovered,,,recovered,,,,
AT2G47630,,recovered,,,,,,,
AT2G47640,recovered,recovered,recovered,,recovered,,,,
AT2G47650,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47660,,,,,,,,,
AT2G47670,,,recovered,,recovered,recovered,,,
AT2G47680,recovered,,recovered,,recovered,recovered,,,
AT2G47690,recovered,recovered,,,,,,,recovered
AT2G47700,,,recovered,,recovered,recovered,,recovered,
AT2G47710,,,recovered,,recovered,recovered,,,
AT2G47730,recovered,substantial_reversal,persistent_same_direction,,recovered,,,,recovered
AT2G47740,,,,,,,,,
AT2G47750,,,recovered,,recovered,recovered,,,
AT2G47760,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47770,,,persistent_same_direction,,substantial_reversal,recovered,,persistent_same_direction,recovered
AT2G47780,,,recovered,,recovered,substantial_reversal,,recovered,
AT2G47790,recovered,recovered,,,recovered,,,,
AT2G47800,recovered,recovered,persistent_same_direction,,persistent_same_direction,,,,persistent_same_direction
AT2G47810,,,,,,,,,
AT2G47820,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47830,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47840,recovered,recovered,,,recovered,,,,
AT2G47844,,,,,,,,,
AT2G47850,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47860,,,recovered,,recovered,recovered,,,
AT2G47870,,recovered,recovered,,recovered,recovered,,,
AT2G47880,recovered,,persistent_same_direction,recovered,persistent_same_direction,recovered,,,
AT2G47890,recovered,recovered,recovered,recovered,recovered,recovered,recovered,,
AT2G47895,,,,,,,,,
AT2G47900,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47910,recovered,recovered,,,,,,,recovered
AT2G47920,,,,,,,,,
AT2G47930,,,recovered,,recovered,recovered,,,
AT2G47940,recovered,substantial_reversal,recovered,,recovered,,,,
AT2G47950,,,,,,,,,
AT2G47960,,recovered,recovered,,recovered,recovered,,,
AT2G47970,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47980,recovered,recovered,recovered,,recovered,recovered,,,
AT2G47990,recovered,recovered,,,,,,recovered,
AT2G48000,,recovered,recovered,,recovered,recovered,,,
AT2G48010,,,recovered,,recovered,,,,
AT2G48020,recovered,recovered,,recovered,recovered,recovered,recovered,,
AT2G48030,recovered,recovered,,,recovered,,,recovered,
AT2G48060,recovered,recovered,recovered,,recovered,recovered,,,
AT2G48070,recovered,recovered,,,recovered,,,,
AT2G48075,,,,,,,,,
AT2G48080,,,,,,,,,
AT2G48090,,,recovered,,recovered,,,,
AT2G48100,recovered,recovered,recovered,,recovered,recovered,,,
AT2G48110,,recovered,recovered,,recovered,recovered,,,
AT2G48120,recovered,recovered,,,,,,,
AT2G48121,,,,,,,,,
AT2G48130,,,recovered,,recovered,,,,
AT2G48140,,,recovered,,recovered,,,,
AT2G48150,,,,,,,,,
AT2G48160,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01010,,,,,,,,,
AT3G01015,,,,,,,,,
AT3G01020,,,,,,,,,
AT3G01030,,,,,,,,,
AT3G01040,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01050,,recovered,recovered,,recovered,recovered,,,
AT3G01060,recovered,substantial_reversal,recovered,recovered,recovered,recovered,recovered,,
AT3G01070,,,,,,,,,
AT3G01080,,,,,,,,,
AT3G01085,,,,,,,,,
AT3G01090,,recovered,recovered,,recovered,recovered,,,
AT3G01100,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01120,recovered,substantial_reversal,,,,,,,
AT3G01130,recovered,recovered,recovered,,recovered,,,,
AT3G01140,,,,,,,,,
AT3G01150,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01160,recovered,recovered,,,recovered,,,,
AT3G01170,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01175,,,,,,,,,
AT3G01180,recovered,recovered,recovered,,recovered,,,,
AT3G01185,,,,,,,,,
AT3G01190,,,,,,,,,
AT3G01200,,,recovered,,recovered,,,,
AT3G01202,,,,,,,,,
AT3G01210,,,recovered,,recovered,recovered,,,
AT3G01220,,,,,,,,,
AT3G01230,,,,,,,,,
AT3G01250,,,,,,,,,
AT3G01260,,,,,,,,,
AT3G01270,,,,,,,,,
AT3G01280,recovered,recovered,recovered,,recovered,,,,
AT3G01290,,,persistent_same_direction,recovered,persistent_same_direction,,substantial_reversal,recovered,persistent_same_direction
AT3G01300,,recovered,recovered,,recovered,,,,
AT3G01310,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01311,,,,,,,,,
AT3G01313,,,,,,,,,
AT3G01316,,,,,,,,,
AT3G01319,,,recovered,,recovered,,,,
AT3G01320,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01325,,,,,,,,,
AT3G01326,,,,,,,,,
AT3G01329,,,,,,,,,
AT3G01330,,,,,recovered,,,,
AT3G01331,,,,,,,,,
AT3G01340,recovered,recovered,recovered,,recovered,,,,
AT3G01345,,,,,,,,,
AT3G01350,,recovered,recovered,,recovered,recovered,,,
AT3G01360,,,recovered,,recovered,recovered,,,
AT3G01370,,recovered,,,recovered,,,,
AT3G01380,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01390,recovered,recovered,recovered,,recovered,,,,
AT3G01400,,,recovered,,recovered,recovered,,,
AT3G01410,recovered,persistent_same_direction,,,,,,,
AT3G01420,,,persistent_same_direction,persistent_same_direction,persistent_same_direction,persistent_same_direction,,persistent_same_direction,persistent_same_direction
AT3G01430,,,recovered,,recovered,,,,
AT3G01435,recovered,recovered,persistent_same_direction,,recovered,recovered,,,
AT3G01440,recovered,recovered,recovered,,recovered,,,,
AT3G01450,,recovered,,,,,,,
AT3G01460,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01480,recovered,substantial_reversal,recovered,,recovered,recovered,,,
AT3G01490,recovered,recovered,,,recovered,,,,recovered
AT3G01500,,,recovered,,recovered,,,,
AT3G01510,,recovered,,,,recovered,recovered,,recovered
AT3G01513,,,,,,,,,
AT3G01516,,,,,,,,,
AT3G01520,,,recovered,,recovered,recovered,,recovered,
AT3G01530,,,,,,,,,
AT3G01540,,recovered,recovered,recovered,recovered,recovered,,,
AT3G01550,recovered,recovered,recovered,recovered,recovered,recovered,,,
AT3G01560,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01570,,recovered,recovered,,recovered,recovered,,,
AT3G01572,,,,,,,,,
AT3G01580,,recovered,,,,,,,
AT3G01590,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01600,,recovered,,recovered,,,,,persistent_same_direction
AT3G01610,recovered,recovered,recovered,,recovered,,,,
AT3G01620,,,,,,,,,
AT3G01630,,,,,,,,,
AT3G01640,,,recovered,,recovered,recovered,,,
AT3G01650,,,recovered,,recovered,,,,
AT3G01660,recovered,recovered,,,,,,,
AT3G01670,,,recovered,,recovered,,,,
AT3G01680,,,,,,,,,
AT3G01690,,,,,,,,recovered,
AT3G01700,,,,,,,,,
AT3G01710,recovered,recovered,,,recovered,,,,
AT3G01720,recovered,recovered,persistent_same_direction,,recovered,recovered,,,
AT3G01730,,,,,,,,,
AT3G01740,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01750,recovered,,,,,,,,
AT3G01760,,,,,,,,,
AT3G01770,,,recovered,,recovered,recovered,,,
AT3G01780,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01790,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01800,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01810,recovered,recovered,,,recovered,,,,
AT3G01820,recovered,recovered,recovered,,recovered,recovered,recovered,,
AT3G01830,,,persistent_same_direction,recovered,persistent_same_direction,,,,persistent_same_direction
AT3G01850,,,recovered,,recovered,recovered,,recovered,
AT3G01860,,recovered,recovered,,recovered,,,recovered,
AT3G01870,,,,,,,,,
AT3G01880,,,,,,,,,
AT3G01890,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01900,,,,,,,,,
AT3G01910,recovered,recovered,recovered,,recovered,recovered,,,
AT3G01920,recovered,recovered,recovered,,,,,,
AT3G01930,,recovered,recovered,,recovered,recovered,,,
AT3G01940,,,,,,,,,
AT3G01950,,,,,,,,,
AT3G01960,,,recovered,,,,,,
AT3G01961,,,,,,,,,
AT3G01970,,,,,recovered,,,,
AT3G01980,,recovered,,,,,,,
AT3G01990,,,,,,,,,
AT3G02000,,,,,,,,,
AT3G02010,recovered,recovered,,,recovered,,,,
AT3G02020,,,recovered,recovered,,recovered,recovered,recovered,
AT3G02030,recovered,recovered,,,recovered,,,,
AT3G02040,,recovered,recovered,,recovered,,,,
AT3G02050,recovered,recovered,,,,recovered,,,
AT3G02060,recovered,recovered,,,recovered,,,,
AT3G02065,,recovered,recovered,,recovered,recovered,,,
AT3G02070,,recovered,recovered,,recovered,recovered,,,
AT3G02080,recovered,recovered,,,,,,,
AT3G02090,recovered,recovered,recovered,,recovered,,,,
AT3G02100,,,,,,,,,
AT3G02110,recovered,recovered,recovered,,recovered,,,,
AT3G02120,,recovered,recovered,,recovered,,,,
AT3G02125,,,,,,,,,
AT3G02130,,recovered,recovered,,recovered,,,,
AT3G02140,,,recovered,,recovered,,,recovered,
AT3G02150,,,persistent_same_direction,,recovered,recovered,,,
AT3G02160,,,,,recovered,,,,
AT3G02170,,recovered,recovered,,recovered,recovered,,,
AT3G02180,,,recovered,,,,,,
AT3G02190,recovered,recovered,persistent_same_direction,,recovered,recovered,,,
AT3G02200,recovered,recovered,,,recovered,,,,
AT3G02210,,,recovered,,recovered,recovered,,,
AT3G02220,recovered,recovered,,,recovered,,,,
AT3G02230,recovered,recovered,,recovered,,,,,
AT3G02240,,,,,,,,,
AT3G02242,,,,,,,,,
AT3G02250,recovered,recovered,,,,,,,
AT3G02260,recovered,recovered,recovered,,recovered,recovered,,,
AT3G02270,,,,,,,,,
AT3G02280,recovered,recovered,recovered,,recovered,recovered,,,
AT3G02290,,,recovered,,recovered,,,,
AT3G02300,,,recovered,,recovered,recovered,,,
AT3G02310,,,,,,,,,
AT3G02315,,,,,,,,,
AT3G02320,recovered,recovered,,,recovered,,,,
AT3G02330,recovered,recovered,,,,,,,
AT3G02335,,,,,,,,,
AT3G02340,,,recovered,,recovered,recovered,,,
AT3G02350,recovered,recovered,recovered,,recovered,,,,
AT3G02360,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT3G02370,,,recovered,,recovered,recovered,,,
AT3G02380,,,recovered,recovered,,recovered,recovered,recovered,
AT3G02390,,,,,recovered,,,,
AT3G02400,,recovered,recovered,,recovered,,,,
AT3G02410,,,recovered,,recovered,,,,
AT3G02420,recovered,recovered,recovered,,recovered,recovered,,,
AT3G02430,,,,,,,,,
AT3G02440,,,,,,,,,
AT3G02450,recovered,recovered,,,recovered,,,,
AT3G02460,,,recovered,,recovered,recovered,,,
AT3G02470,,,,,,,,,
AT3G02480,recovered,persistent_same_direction,persistent_same_direction,recovered,substantial_reversal,recovered,,recovered,
AT3G02490,recovered,recovered,,,,,,,
AT3G02493,,,,,,,,,
AT3G02500,,,recovered,,,,,,
AT3G02510,,recovered,recovered,,recovered,,,,
AT3G02520,recovered,recovered,recovered,,recovered,,,,
AT3G02530,recovered,recovered,,,recovered,,,,
AT3G02540,,,,,,,,,
AT3G02550,,,recovered,,recovered,,,,
AT3G02555,,,,,recovered,,,,
AT3G02560,recovered,recovered,recovered,,,recovered,,,
AT3G02570,recovered,recovered,,,,,,,
AT3G02580,,,recovered,,recovered,recovered,,recovered,
AT3G02590,,,,,,,,,
AT3G02600,recovered,recovered,,,recovered,,,,
AT3G02610,,,,,,,,,
AT3G02620,,,recovered,,recovered,recovered,,,
AT3G02630,,,recovered,,recovered,recovered,,,
AT3G02640,recovered,recovered,recovered,,recovered,,,,
AT3G02645,,,,,,,,,
AT3G02650,recovered,recovered,,,,,,,
AT3G02660,recovered,recovered,,,,,,,
AT3G02670,,,,,,,,,
AT3G02680,,recovered,recovered,,recovered,,,,
AT3G02690,recovered,recovered,recovered,,recovered,recovered,,,
AT3G02700,,,,,,,,,
AT3G02710,recovered,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT3G02715,,,,,,,,,
AT3G02720,,,recovered,,recovered,recovered,recovered,,
AT3G02730,,,recovered,,,recovered,,,
AT3G02740,recovered,recovered,recovered,,recovered,,,,
AT3G02750,recovered,recovered,recovered,,recovered,,,,
AT3G02760,recovered,recovered,,,,,,,
AT3G02770,,recovered,persistent_same_direction,,recovered,recovered,,,recovered
AT3G02780,,recovered,recovered,,recovered,recovered,,,
AT3G02790,,,,,,,,,
AT3G02800,,,,,recovered,,,,
AT3G02810,,,,,,,,,
AT3G02820,,recovered,recovered,,recovered,,,,
AT3G02830,recovered,recovered,,,,recovered,,,recovered
AT3G02832,recovered,recovered,,,,,,,
AT3G02840,,,,,,,,,
AT3G02850,,,,,,,,,
AT3G02860,recovered,recovered,recovered,,recovered,,,,
AT3G02870,recovered,,,,recovered,,,recovered,
AT3G02875,,,recovered,,recovered,recovered,,,
AT3G02880,,recovered,,,,,,,
AT3G02885,,,recovered,recovered,,recovered,recovered,,
AT3G02890,,recovered,recovered,,recovered,recovered,,,
AT3G02900,recovered,recovered,,,recovered,,,,
AT3G02910,,recovered,recovered,,recovered,recovered,,recovered,recovered
AT3G02920,recovered,recovered,,,,,,,
AT3G02930,recovered,recovered,,,,,,,
AT3G02940,,,,,,,,,
AT3G02950,recovered,recovered,,,recovered,,,,
AT3G02960,,,,,,,,,
AT3G02970,,,,,,,,,
AT3G02980,,,,,,,,,
AT3G02990,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03000,,,,,,,,,
AT3G03010,recovered,recovered,,,,,,,
AT3G03020,,,persistent_same_direction,,recovered,recovered,,,
AT3G03030,recovered,recovered,recovered,,recovered,,,,
AT3G03040,,,recovered,,,,,,
AT3G03050,,recovered,,,recovered,,,,
AT3G03060,recovered,recovered,,,,,,,
AT3G03070,recovered,recovered,recovered,,recovered,,,,
AT3G03080,,,,,,,,,
AT3G03090,recovered,recovered,recovered,,recovered,,,,
AT3G03100,,recovered,recovered,,recovered,recovered,,,
AT3G03110,recovered,recovered,,,recovered,,recovered,,recovered
AT3G03120,,recovered,recovered,,recovered,recovered,,,
AT3G03130,recovered,recovered,recovered,,recovered,,,,
AT3G03140,recovered,recovered,recovered,,recovered,,,,
AT3G03150,,recovered,recovered,,recovered,recovered,,recovered,
AT3G03160,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03170,recovered,persistent_same_direction,recovered,recovered,recovered,recovered,,,
AT3G03180,,,recovered,,recovered,,,,
AT3G03190,,,recovered,recovered,,recovered,recovered,,
AT3G03200,,,,,,,,,
AT3G03210,,recovered,recovered,,recovered,,,,
AT3G03220,recovered,recovered,,,,,,,
AT3G03230,,,recovered,,recovered,,,,
AT3G03240,,,,,recovered,,,,
AT3G03250,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT3G03260,,,,,,,,,
AT3G03270,,recovered,recovered,,recovered,recovered,,,
AT3G03272,,,,,,,,,
AT3G03280,,,,,,,,,
AT3G03290,,,,,,,,,
AT3G03300,,recovered,recovered,,recovered,recovered,,,
AT3G03305,,recovered,recovered,,recovered,,,,
AT3G03310,,,recovered,,recovered,recovered,,,
AT3G03320,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03330,,recovered,recovered,,recovered,recovered,,,
AT3G03340,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03341,,substantial_reversal,recovered,recovered,recovered,recovered,recovered,recovered,
AT3G03350,,,recovered,,,,,,
AT3G03360,recovered,,recovered,,,,,,
AT3G03370,,,,,,,,,
AT3G03380,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03400,,,,,,,,,
AT3G03405,,,,,,,,,
AT3G03420,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03430,,,,,,,,,
AT3G03440,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT3G03450,,,,,,recovered,recovered,recovered,
AT3G03460,,recovered,recovered,,recovered,,,,
AT3G03470,recovered,recovered,persistent_same_direction,recovered,recovered,recovered,recovered,,
AT3G03480,,,recovered,recovered,recovered,recovered,recovered,,
AT3G03490,,recovered,recovered,,recovered,,,,
AT3G03500,,,,,,,,,
AT3G03510,,,,,,,,,
AT3G03520,,,recovered,,recovered,recovered,,,
AT3G03530,,,recovered,,recovered,recovered,,,
AT3G03540,,,,,,,,,
AT3G03550,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03560,recovered,recovered,persistent_same_direction,,recovered,recovered,,,persistent_same_direction
AT3G03570,recovered,recovered,recovered,,recovered,,,,
AT3G03580,recovered,recovered,,,recovered,recovered,,,
AT3G03590,,,recovered,,recovered,recovered,,,
AT3G03600,recovered,recovered,,,recovered,,,,recovered
AT3G03610,,recovered,recovered,,recovered,recovered,,,
AT3G03620,,persistent_same_direction,recovered,,recovered,recovered,,,
AT3G03626,,,,,,,,,
AT3G03630,recovered,recovered,recovered,,,,,,
AT3G03640,recovered,recovered,recovered,,recovered,recovered,,,recovered
AT3G03650,,,,,,,,,
AT3G03660,,,,,,,,,
AT3G03670,,,,,,,,,
AT3G03680,,recovered,recovered,,recovered,recovered,,,
AT3G03690,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03702,,,,,,,,,
AT3G03710,recovered,recovered,recovered,,recovered,,,,
AT3G03720,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03726,,,,,,,,,
AT3G03730,,,,,,,,,
AT3G03740,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03750,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03760,,,,,,,,,
AT3G03770,recovered,recovered,,,recovered,,,recovered,recovered
AT3G03773,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03776,,,,,,,,,
AT3G03780,recovered,substantial_reversal,,,recovered,,recovered,,
AT3G03790,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03800,,,,,,,,,
AT3G03810,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03820,,,recovered,,recovered,recovered,,,recovered
AT3G03828,,,,,,,,,
AT3G03830,,,,,,,,,
AT3G03840,,,recovered,,recovered,recovered,,,recovered
AT3G03845,,,,,,,,,
AT3G03847,,,,,,,,,
AT3G03850,,,recovered,,recovered,,,,
AT3G03860,,recovered,recovered,,recovered,,,,
AT3G03870,recovered,recovered,recovered,,recovered,recovered,recovered,,recovered
AT3G03880,,recovered,recovered,,recovered,,,,
AT3G03890,,recovered,recovered,,recovered,recovered,,,recovered
AT3G03900,recovered,recovered,recovered,,recovered,recovered,,,
AT3G03910,,,,,,,,,
AT3G03920,recovered,recovered,,,,,,,
AT3G03930,,,,,,,,,
AT3G03940,recovered,recovered,recovered,,recovered,,,,
AT3G03950,recovered,recovered,recovered,,recovered,,,,
